psraid,sample,int_date,lang,comp,version,form,qs1,live1,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q1i,q2a,q2b,q2c,q2d,q2e,q3a,q3b,q3c,q3d,q3e,q3f,eminuse,intmob,home3nw,bbhome1,bbhome2,device1a,smart1,smart2,snsint2,device1b,device1c,device1d,devicehha,devicehhb,devicehhc,devicehhd,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q5,q6a,q6b,q6c,q6d,q6e,q6f,q6g,q6h,q7a,q7b,q7c,q7d,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,q10g,libusea,libuseb,libusec,libmob,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,reg,oftvote,sex,age,marital,par,kidage1,educ2,emplnw,disa,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,party,partyln,ideo,hh1,hh3,ql1a,qc1,fips,usr,cregion,state,density,weight,standwt
200500,2,93016,1,1,1,1,2,3,2,2,1,2,1,1,2,1,4,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2, , ,2, ,1,2,2,1,0,2,2,0,2,1,4,2,3,2,3,2,3,3,1,2,3,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,99,6,2, ,3,1,2,2,1, , , , ,6,1, ,3,2,2, ,1,39017,U,2,39,3,3.02941176470588,1.06549472140167
200502,2,93016,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,3,2,3,2,3,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,2,1,3,3,3,2,2,3,2,1,4,3,1,1,3,2,2,2,3,2,1,3,1,1,4,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,49,1,2, ,4,1,2,2,1, , , , ,8,3,1,3,3,3, ,2,24025,S,3,24,3,4.14705882352941,1.45858986133626
200504,2,93016,1,1,1,1,2,2,9,2,2,4,9,9,9,2,4,2,2,1,9,2,2,1,2,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,3,1,1,0,2,2,2,9,9,9,9,2,2,9,2,4,2,4,2,2,1,1,9,9,9,3,1,1,1,9,9,9,2,3,3,3, ,2,2,9,2,2,9,2,2,1,1,1,60,1,2, ,6,1,2,2,1, , , , ,7,1, ,3,2,2, ,2,26015,S,2,26,2,1.44117647058824,.506885838336716
200509,2,100316,1,1,1,1,2,1,2,2,2,2,1,2,1,1,4,2,1,1,4,1,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,4,0,4,0,2,2,2,2,3,1,1,1,2,3,2,2,2,1,1,2,2,1,2,2,2,3,1,1,1,2,1,1,2,2,3,3, ,1,1,2,1,1,1,1,1,2, ,1,26,1,2, ,6,1,2,2,1, , , , ,2,3,2,3,5,5, ,2,51001,R,3,51,1,1.67647058823529,.589642709901894
200511,2,100416,1,1,1,2,2,1,1,3,4,2,1,2,2,2,4,2,2,2,3,4,2,1,1,2,2,2,1,1,1,2, , , ,1,1,2,2,1,5,3,1,1,2,2,2,1,3,2,3,2,3,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,4,2,47,6,1,0,3,1,2,2,2, , , , ,4,2, ,4,4,3, ,2,36047,U,1,36,5,5.67647058823529,1.99650952650992
200514,2,93016,2,1,1,2,2,1,2,1,2,2,1,1,3,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,5, , , ,1,1,2,2,2,1,0,0,0,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,3,1,3,1,1,2,2,1,1,2,1,1,1,1,3,3,3, ,1,8,1,2,1,1,8,1,3, ,2,40,6,2, ,3,4,1,1,1, , , ,3,1,3,2,3,4,4, ,2,36081,U,1,36,5,4.82352941176471,1.69651586708615
200515,2,93016,1,1,1,2,2,2,3,3,2,3,3,3,3,3,3,3,2,1,3,3,1,1,1,1,1,2,1,1,1,2, , , ,1,1,2,2,1,2,1,2,0,1,1,1,1,2,3,1,1,1,2,2,2,2,3,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,3, ,1,40,1,2, ,6,1,2,2,3, , , , ,7,1, ,2,2,2, ,2,18081,S,2,18,3,1.79411764705882,.631021145684483
200516,2,93016,1,1,1,1,2,1,2,1,1,2,2,3,2,2,1,3,3,1,4,2,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,4,1,7,0,4,2,1,1,4,4,4,1,3,8,2,8,3,4,2,3,1,4,2,4,1,1,1,1,1,1,1,1,1,2,3,3, ,8,8,8,8,2,2,2,2,1,1,1,67,1,2, ,8,1,2,2,1, , , , ,8,3,1,3,4,4, ,1,25027,U,1,25,3,1.23529411764706,.434473575717185
200517,2,93016,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,1,1,1,1,1,1,2,2, , , , , ,2, ,2,2,1,0,0,0,0,1,4, ,4,1,1,1, ,3, ,2,1,3,3,3,3,4,1,4,2,2,2,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,2,2,65,1,2, ,4,4,1,2,1, , , , ,3,3,9,8,3,3, ,2,37161,R,3,37,2,1.82352941176471,.64136575463013
200518,2,93016,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,4,1,1,4,2,1,1,1,2,1,1,1,1,2, , ,1, ,1,2,1,1,4,2,3,0,2,3,1,1,3,3,2,1,2,2,2,3,2,2,2,2,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,3,2,1,2,9,2,2,2,8,1,1,1,2,54,1,2, ,4,1,2,2,1, , , , ,99,3,2,3,4,4, ,2,13097,S,3,13,3,4.79411764705882,1.6861712581405
200524,2,93016,1,1,1,2,2,2,3,1,3,2,2,2,3,3,3,3,3,2,4,3,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,0,3,3,2,1,2,2,3,1,2,2,2,1,2,2,2,2,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,1,1,2,1,1,2,2,68,3,2, ,8,1,2,2,2, , , , ,7,2, ,4,2,2, ,1,34021,S,1,34,4,1.5,.52757505622801
200534,2,93016,1,1,1,2,2,2,2,1,2,4,4,2,1,4,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2, , , ,1,1,2,2,1,3,1,4,0,4,4,1,1,4,4,1,1,3,4,2,4,4,3,2,2,1,1,4,1,1,4,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,64,1,2, ,6,1,2,1,1, , , ,2,99,9,9,1,4,4, ,1,42017,S,1,42,4,1.73529411764706,.610331927793188
200536,2,93016,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,4,2,1,3,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,5,4,1,5,3,1,1,1,1,1,2,1,2,4,2,2,2,2,1,2,3,1,4,2,1,3,2,2,1,1,1,1,2,1,3,3, ,1,2,2,1,2,1,1,1,1,1,1,33,1,1,2,3,1,2,2,2, , , , ,5,2, ,3,7,2, ,1,36005,U,1,36,5,3.79411764705882,1.3344545539885
200540,2,100216,1,1,1,2,2,2,2,2,2,4,3,3,1,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,2, , , , ,1,2,2,2,1,3,0,2,0,4,1, ,1,4,2,4,1,1, ,1,2,4,2,2,1,1,1,4,1,1,2,1,1,1,1,1,1,2,1,1,3,2,2,2,2,1,2,2,2,1,1,1,1,19,6,2, ,4,1,2,2,2,5, , , ,4,2, ,3,2,2, ,2,42003,S,1,42,4,5.79411764705882,2.03788796229251
200545,2,93016,1,1,1,1,2,2,3,2,2,2,3,2,2,3,2,2,4,1,3,2,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,2,1,2,2,2,1,1,2,4,4,2,1,2,3,3,1,2,3,2,2,1,2,3,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,28,6,2, ,6,1,2,2,1, , , , ,5,1, ,3,2,2, ,1,37119,S,3,37,4,2.14705882352941,.75515645303225
200550,2,93016,1,1,1,2,2,4,2,1,4,1,3,2,2,3,2,3,2,1,4,3,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,2,1,1,0,3,1,3,2,1,1,4,3,1,1,3,2,2,2,3,4,2,3,3,1,3,1,1,3,1,1,1,1,2,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,66,1,2, ,5,3,1,2,1, , , , ,5,1, ,1,2,2, ,2,40101,R,3,40,1,2.52941176470588,.889636369325665
200555,2,93016,1,1,1,2,2,3,1,4,2,4,1,1,2,1,4,1,1,1,4,1,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,2,1,4,3,3,0,1,4,3,1,1,1,1,2,2,3,3,1,2,2,1,2,1,4,2,1,2,1,1,1,1,1,1,1,2,3,3,3, ,2,1,1,1,1,1,1,1,3, ,2,20,6,2, ,3,1,2,2,1, , , , ,1,1, ,3,1, , ,2,39129,S,2,39,2,5.32352941176471,1.87237421916215
200560,2,93016,1,1,1,1,2,4,2,4,1,2,2,4,2,3,2,3,1,1,4,1,2,1,1,1,1,1,1,1,1,2, , ,1, ,2,1,1,1,2,1,1,3,4,4,4,4,4,4,4,1,2, ,2,2,2,4,2,1,2,1,3,1,1,3,1,1,1,1,1,1,2,2,3,3, ,1,2,1,1,2,2,2,1,1,1,1,29,1,1,2,6,1,2,2,1, , , , ,8,1, ,2,5,2, ,2,48203,R,3,48,1,1.67647058823529,.589642709901894
200563,2,93016,1,1,1,1,2,1,4,4,1,1,2,4,4,2,4,4,2,1,3,2,2,1,1,1,1,2,2,2, , , , ,8, , ,2,2,2,2,0,0,0,4,4, ,4,4,4,4, ,2, ,2,3,2,4,2,4,2,2,2,4,2,2,1,1,1,1,1,1,2,1,3,3, ,1,2,2,2,1,2,2,1,3, ,1,28,1,1,5,3,1,2,2,1, , , , ,7,3,2,3,8,3, ,1,13157,R,3,13,2,3.20588235294118,1.12756237507555
200565,2,100616,1,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,1,2,2,2,2,3,2,2,1,3,4,2,1,2,2,1,2,1,2,3,2,1,2,1,2,1,1,1,1,2,1,3,3, ,1,2,2,2,2,1,2,1,2, ,1,34,6,2, ,8,1,2,1,1, , , ,1,6,2, ,4,1, , ,2,49057,S,4,49,3,2.26470588235294,.796534888814839
200566,2,93016,1,1,1,1,2,3,1,2,1,1,2,2,2,1,2,4,3,2,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,2,2,1,1,1,2,3,1,3,3,1,2,2,2,2,2,2,2,2,2,1,3,2,3,2,1,1,1,1,2,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,61,1,2, ,6,1,2,2,1, , , , ,8,1, ,2,2,2, ,1,42013,S,1,42,2,1.05882352941176,.372405922043301
200567,2,93016,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,2,1,1,2,1,1,1,8, , , ,1,1,2,2,2,10,3,2,3,4,4,1,4,4,4,4,1,4,4,4,4,4,4,1,4,1,4,1,4,1,4,1,1,2,2,2,1,1,3,3,3, ,2,2,2,2,2,2,2,2,3, ,2,20,1,2, ,2,4,2,1,7, , , ,1,1,3,9,5,4,4, ,2,1079,S,3,1,1,3.58823529411765,1.26204229136897
200572,2,93016,1,1,1,2,2,3,2,2,3,2,2,1,2,2,2,3,2,1,3,3,1,1,1,1,1,2,1,2,1,2, , , ,2,1,2,2,1,0,0,2,0,4,2,4,4,4,4,4,1,2,2,2,4,2,2,1,2,4,4,2,2,2,2,2,2,1,1,1,1,1,2,3,3, ,2,2,2,2,2,2,2,2,1,2,1,63,3,2, ,3,1,1,2,1, , , , ,4,2, ,2,1, , ,1,17023,R,2,17,1,1.88235294117647,.662054972521425
200573,2,93016,1,1,1,2,2,4,2,1,4,3,1,2,2,3,3,4,4,3,4,4,2,1,1,1,1,2,1,2,1,2, , , ,1,2,2,2,1,2,0,1,2,4,3,1,4,4,4,3,1,4, ,3,4,4,4,2,4,4,1,4,1,1,3,1,1,2,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,56,1,1,1,3,3,1,2,1, , , , ,2,3,1,1,5,3, ,1,37025,S,3,37,3,3.47058823529412,1.22066385558638
200585,2,93016,1,1,1,1,2,4,2,1,4,2,4,3,1,3,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,2, , ,2, ,1,2,1,1,2,2,2,0,4,3,4,4,4,4,4,3,3,4,1,1,3,4,1,4,2,4,4,2,2,4,1,1,1,2,1,2,2,3,3,3, ,1,1,2,2,2,1,2,1,1,4,1,71,1,2, ,3,3,1,2,1, , , , ,99,1, ,2,2,2, ,2,12105,S,3,12,2,3.58823529411765,1.26204229136897
200587,2,93016,1,1,1,1,2,3,2,2,2,1,2,2,2,2,3,4,2,1,3,2,2,1,2,1,1,1,1,1,1,5, , ,1, ,1,2,2,1,2,0,0,0,2,2,4,1,2,2,2,1,2,2,1,2,2,3,2,2,1,1,3,2,1,3,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,3,1,55,6,2, ,6,2,1,2,1, , , , ,1,2, ,3,1, , ,2,26063,R,2,26,1,1.38235294117647,.486196620445421
200588,2,93016,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,4,2,1,4,4,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,2,3,3,3, ,1,2,2,8,2,2,2,2,1,1,2,77,5,2, ,6,3,2,2,1, , , , ,7,1, ,2,2,2, ,1,13255,S,3,13,2,1,.351716704152007
200590,2,100416,1,1,1,2,2,3,2,2,3,2,3,2,3,1,2,4,2,1,2,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,2,3,1,0,0,1,2,1,1,4,4,1,1,1,4,1,2,2,1,2,2,1,3,2,4,2,2,1,1,1,1,1,1,2,2,3,3, ,1,2,2,2,2,1,1,1,2, ,1,35,3,1,0,4,3,1,2,1, , , , ,4,3,2,8,3,1, ,1,36063,S,1,36,3,4.11764705882353,1.44824525239062
200593,2,93016,1,1,1,2,2,3,2,2,1,2,2,1,2,4,2,4,3,1,3,4,2,1,1,1,1,1,1,1,1,2, , , ,1,2,2,1,1,2,2,2,1,2,1,1,1,4,4,2,2,3, ,2,4,2,4,2,2,2,1,4,4,1,3,1,2,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,75,1,2, ,4,3,2,2,1, , , , ,6,9,9,2,2,2, ,2,12053,S,3,12,3,2.67647058823529,.941359414053901
200598,2,93016,1,1,1,2,2,2,2,2,3,1,1,2,1,2,2,3,1,1,3,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,4,4,2,0,2,1,1,2,1,1,2,2,1,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,2,1,2,1,3, ,2,52,1,1,0,8,1,2,1,7, , , ,3,7,2, ,3,3,2, ,1,24031,S,3,24,4,1.70588235294118,.599987318847541
200604,2,93016,1,1,1,2,2,4,2,1,1,2,2,3,1,3,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,4,4,4,1,3,2,1,1,4,4,2,1,2,2,2,2,2,2,2,2,1,2,4,1,1,3,1,1,2,1,1,1,2,3,3,3, ,2,2,2,2,2,2,2,2,1,1,1,42,1,1,0,6,1,2,2,1, , , , ,8,1, ,2,4,2, ,1,13173,S,3,13,1,1.76470588235294,.620676536738836
200605,2,93016,1,1,1,1,2,4,3,2,3,1,2,1,2,3,2,2,3,1,3,2,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,2,1,3,1,2,0,3,3,3,2,3,3,3,1,2,3,3,2,2,2,3,2,2,2,2,2,1,3,1,2,1,1,1,1,2,3,3,3, ,1,2,2,2,2,1,2,1,1,2,1,71,1,2, ,8,3,2,2,1, , , , ,6,1, ,2,3,3, ,1,42029,S,1,42,3,1.23529411764706,.434473575717185
200608,2,93016,1,1,1,1,2,2,1,3,3,3,1,1,1,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,2, , ,2, ,2,1,1,1,0,1,0,0,1,3,3,1,4,4,1,3,1, ,1,1,1,1,1,1,1,1,4,3,1,3,1,1,1,1,1,1,1,2,3,3, ,1,1,1,2,1,1,2,1,1,1,2,57,3,2, ,4,1,2,2,1, , , , ,4,3,2,3,3,3, ,1,24005,U,3,24,4,3.17647058823529,1.1172177661299
200609,2,93016,1,1,1,2,2,4,1,1,2,1,1,1,1,2,1,3,2,1,3,2,2,1,1,1,1,2,1,1,1,2, , , ,2,2,1,1,1,0,1,2,1,4,2,4,3,4,4,4,1,1, ,1,9,1,2,9,2,1,1,4,3,1,3,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,8,1,1,1,64,1,2, ,6,1,2,2,1, , , , ,99,2, ,2,2,2, ,1,42031,R,1,42,1,1.32352941176471,.465507402554127
200610,2,93016,1,1,1,1,2,3,2,4,4,1,1,1,1,1,4,4,4,1,3,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,3,3,2,2,1,1,1,1,1,3,1,2,2,3,3,2,3,4,2,4,1,1,4,1,1,4,1,1,1,1,1,1,2,1,3,3, ,1,2,2,2,2,2,2,1,1,2,1,83,2,2, ,3,3,2,2,1, , , , ,2,1, ,2,3,3, ,1,12101,S,3,12,3,3.26470588235294,1.14825159296685
200614,2,93016,1,1,1,1,2,3,4,1,3,2,1,2,3,2,2,4,1,1,3,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,2,1,2,0,4,2,1,1,4,4,1,1,2,3,2,3,2,3,2,2,2,2,4,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,2,2,2,2,2,2,1,1,1,2,30,1,1,1,3,2,2,2,1, , , , ,6,2, ,3,3,2, ,1,36103,S,1,36,4,4.26470588235294,1.49996829711885
200615,2,102716,2,1,1,1,2,1,4,4,4,3,4,4,4,4,4,4,4,3,4,4,2,1,2,2,2,2,2,1,2, , , ,2, ,1,2,2,2,0,0,0,0,4,4, ,4,4,4,4,1,4,3,3,4,3,4,4,4,3,1,4,3,2,4,2,1,1,1,1,1,1,3,3,3, ,2,2,2,2,2,2,2,2,3, ,2,38,4,1,0,1,1,2,1,1, , , ,3,2,3,8,5,5,1, ,2,6111,U,4,6,3,5.55882352941176,1.95513109072733
200624,2,93016,1,1,1,2,2,3,2,2,2,1,1,1,1,2,2,2,4,1,4,4,2,1,1,1,1,2,1,1,1,2, , , ,2,2,2,1,1,1,2,4,1,2,2,2,4,4,4,4,2,2, ,1,4,2,3,2,2,2,2,4,2,1,3,2,2,1,2,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,3, ,1,77,1,2, ,4,3,1,2,1, , , , ,5,4,8,8,2,2, ,1,12027,R,3,12,1,2.20588235294118,.775845670923545
200630,2,93016,1,1,1,2,2,8,1,1,3,2,1,4,1,1,8,4,1,1,8,4,2,2,2,1,1,1,1,1,1,8, , , ,1,2,2,2,2,99,99,99,99,8,2,9,9,8,8,2,9,4, ,4,2,4,4,4,4,1,1,4,1,1,4,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3, ,2,27,2,2, ,3,2,2,2,1, , , , ,2,3,8,1,2,2, ,2,13225,R,3,13,2,5.05882352941176,1.77927273865133
200632,2,103116,1,1,1,2,2,1,3,2,3,2,2,1,1,4,2,4,4,2,3,4,2,1,2,1,1,1,1,1,1,2, , , ,1,2,2,1,1,2,2,4,2,1,1,1,1,3,3,1,2,1, ,2,2,2,1,1,3,2,2,3,1,1,3,1,1,1,1,1,1,2,2,2,3, ,2,2,2,2,2,2,2,2,1,4,1,26,6,2, ,6,2,2,2,1, , , , ,4,3,1,3,2,2, ,1,36059,S,1,36,5,3.14705882352941,1.10687315718426
200636,2,93016,2,1,1,2,2,3,1,1,1,1,3,1,2,2,2,1,3,1,1,2,2,1,2,2,1,1,2,1,1,4, , , ,8,2,2,2,2,1,0,0,0,1,1,4,1,1,1,1,3,2, ,3,1,3,2,3,3,3,1,4,1,1,1,2,1,1,1,1,1,2,3,3,3, ,2,2,1,2,2,1,2,1,3, ,1,63,1,2, ,3,5,2,1,7, , , ,3,1,2, ,2,6,6, ,2,6037,S,4,6,5,3.14705882352941,1.10687315718426
200638,2,93016,1,1,1,1,2,2,2,1,3,1,2,2,1,1,1,1,2,1,3,3,1,1,1,1,1,2,1,2,1,2, , ,1, ,1,2,2,1,1,0,1,1,1,3,3,3,1,2,2,2,2,2,3,1,1,2,3,2,2,2,1,4,1,2,1,1,1,1,1,1,2,2,1,3,2,1,1,2,2,2,1,8,1,1,2,1,50,1,2, ,3,1,2,2,1, , , , ,6,2, ,3,2,2, ,1,13139,S,3,13,3,4.26470588235294,1.49996829711885
200645,2,93016,1,1,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2, , , ,1,2,2,2,1,1,1,1,2,4,1,1,1,4,4,2,1,2, ,2,2,3,2,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3, ,1,1,1,1,1,1,1,1,3, ,1,40,6,2, ,3,1,2,2,1, , , , ,2,3,1,2,1, , ,2,51059,S,3,51,5,5.79411764705882,2.03788796229251
200653,2,93016,1,1,1,2,2,2,1,1,1,1,4,2,1,1,4,4,1,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,3,4,4,1,1,4,4,4,1,4,4,1,4,4,4,2,4,1,1,4,1,8,4,1,1,2,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,36,6,2, ,6,1,2,2,2, , , , ,8,4,8,4,1, , ,2,24033,S,3,24,4,2.38235294117647,.837913324597428
200656,2,93016,1,1,1,2,2,3,2,2,4,2,2,3,2,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,1,2,1,0,2,2,4,2,3,3,2,2,2,4,2,1,2,2,2,2,1,2,4,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,75,5,2, ,5,3,2,2,1, , , , ,6,2, ,3,1, , ,1,12009,S,3,12,3,1.08823529411765,.382750530988949
200662,2,103016,1,1,1,2,2,1,1,1,2,1,1,1,2,4,2,4,4,1,3,4,2,1,1,1,1,1,1,2,1,1,1, , ,2,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,2,4,2,2,2,4,4,2,2,3,1,4,2,1,2,1,1,2,2,1,1,2,1,3,3, ,1,1,1,1,2,1,2,1,1,1,1,55,1,2, ,3,1,2,2,1, , , , ,5,2, ,2,2,2, ,2,21111,U,3,21,4,3.88235294117647,1.36548838082544
200666,2,93016,1,1,1,1,2,1,3,1,2,2,1,3,2,3,1,4,2,2,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,2,2,2,1,4,3,4,1,4,3,4,1,1,3,2,2,2,1,2,2,1,2,4,1,1,3,1,1,1,2,1,1,2,2,2,3, ,1,1,1,1,1,1,2,1,1,1,1,28,2,2, ,6,1,2,2,1, , , , ,5,2, ,5,2,2, ,2,44007,U,1,44,4,1.76470588235294,.620676536738836
200668,2,103016,1,1,1,2,2,2,3,1,4,1,1,2,2,1,4,2,2,1,2,3,2,1,1,1,2,1,1,1,1,2, , , ,1,1,1,1,1,5,2,4,1,1,1,1,1,2,2,3,1,2,2,2,4,1,1,3,4,2,2,4,2,1,3,2,1,1,1,1,1,1,1,3,3, ,2,2,2,2,2,1,1,2,3, ,2,40,1,1,0,6,4,2,1,1, , , ,3,9,3,1,3,4,2, ,1,8035,S,4,8,2,2.02941176470588,.713778017249661
200674,2,93016,1,1,1,2,2,2,2,3,3,2,1,2,2,2,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,6,3,8,8,4,1,1,1,4,3,1,1,2,2,2,2,1,1,1,2,1,3,1,3,2,1,1,1,1,1,1,1,2,1,1,3,2,1,2,2,1,2,1,2,1,1,2,2,40,1,1,0,8,1,1,2,1, , , , ,9,3,8,4,8,5, ,2,26099,S,2,26,4,2.73529411764706,.962048631945196
200682,2,93016,1,1,1,2,2,2,3,2,4,1,1,1,2,4,1,4,2,2,4,4,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,3,2,3,2,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,34,1,1,1,8,2,2,2,2, , , , ,6,2, ,3,5,2, ,1,36119,S,1,36,5,3.17647058823529,1.1172177661299
200687,2,93016,1,1,1,2,2,4,3,2,2,1,1,1,2,3,2,1,4,1,4,3,1,1,2,1,1,2,1,2,1,1,1, , ,2,2,2,2,1,0,0,1,0,1,1,2,4,3,2,2,2,3, ,2,2,2,3,2,2,1,3,1,3,2,3,1,1,2,1,1,1,2,1,3,3, ,1,1,2,1,2,1,2,1,1,1,2,54,1,2, ,8,1,2,2,1, , , , ,7,1, ,1,2,2, ,1,54085,R,3,54,1,1.85294117647059,.651710363575778
200691,2,100216,1,1,1,2,2,2,3,1,4,2,2,2,1,1,2,4,2,1,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,4,4,6,0,1,1,1,1,1,1,1,1,2,3,2,1,2,2,3,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,18,2,2, ,3,1,2,2,1, , , , ,8,2, ,4,4,4, ,1,48085,S,3,48,4,4.35294117647059,1.53100212395579
200692,2,93016,1,1,1,2,2,2,3,3,4,3,4,4,3,3,3,3,1,3,4,3,1,1,1,1,1,2,1,2,1,2, , , ,1,2,1,1,1,2,1,1,0,3,3,1,3,3,1,3,2,3, ,3,1,3,3,4,3,3,2,2,2,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2, ,1,27,6,2, ,6,1,1,2,3, , , , ,98,1, ,4,3,3, ,2,36055,S,1,36,4,2.85294117647059,1.00342706772778
200693,2,93016,1,1,1,2,2,2,2,3,4,2,2,2,1,1,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,2, , , ,1,2,2,1,1,4,2,1,0,1,3,1,1,3,1,1,2,3, ,3,2,3,2,2,2,4,1,2,1,2,2,1,1,1,2,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,2, ,1,22,6,2, ,3,4,1,2,1, , , , ,2,3,2,3,4,4, ,1,36085,S,1,36,5,5.79411764705882,2.03788796229251
200696,2,93016,1,1,1,1,2,2,3,1,2,2,1,1,1,2,1,1,3,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,2,2,1,3,4,2,3,3,4,4,4,1,2,3,2,2,2,1,2,2,2,1,2,4,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,1,2, ,8,1,2,2,1, , , , ,9,2, ,5,2,2, ,1,27123,S,2,27,5,1.26470588235294,.444818184662832
