psraid,sample,int_date,lang,comp,version,form,qs1,live1,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q1i,q2a,q2b,q2c,q2d,q2e,q3a,q3b,q3c,q3d,q3e,q3f,eminuse,intmob,home3nw,bbhome1,bbhome2,device1a,smart1,smart2,snsint2,device1b,device1c,device1d,devicehha,devicehhb,devicehhc,devicehhd,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q5,q6a,q6b,q6c,q6d,q6e,q6f,q6g,q6h,q7a,q7b,q7c,q7d,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,q10g,libusea,libuseb,libusec,libmob,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,reg,oftvote,sex,age,marital,par,kidage1,educ2,emplnw,disa,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,party,partyln,ideo,hh1,hh3,ql1a,qc1,fips,usr,cregion,state,density,weight,standwt
204497,2,102416,1,1,1,2,2,3,1,2,1,3,1,3,1,2,2,2,2,1,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,3,1,0,4,2,2,3,2,4,4,1,3,4,2,2,3,2,2,1,2,2,4,1,1,3,1,1,1,1,1,1,2,2,2,2, ,1,2,2,2,2,2,2,1,1,5,1,20,6,2, ,4,4,2,2,1, , , , ,1,3,1,2,3,3, ,1,29141,R,2,29,1,4.35294117647059,1.53100212395579
204500,2,100816,1,1,1,2,2,3,2,2,2,4,2,2,2,2,2,3,4,1,2,4,1,1,1,1,1,1,1,1,1,2, , , ,2,2,2,2,1,1,0,1,0,2,2,4,4,2,4,2,1,2, ,2,2,2,2,2,2,3,1,3,3,1,3,1,1,1,1,1,1,1,1,3,3, ,1,1,2,1,2,1,2,1,1,1,1,66,1,2, ,6,3,2,2,1, , , , ,4,1, ,2,2,2, ,1,31109,U,2,31,2,1,.351716704152007
204503,2,100816,1,1,1,2,2,2,2,1,3,3,1,1,1,2,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2, , , , ,1,1,2,2,2,2,0,0,0,3,1, ,1,2,3,2,1,2,4,3,3,2,1,1,1,1,4,4,4,1,2,1,1,1,1,1,1,2,1,1,3,1,1,2,2,2,2,1,2,1,1,1,2,43,3,1,0,5,1,2,2,1,5, , , ,4,1, ,2,2,1, ,2,21117,S,3,21,4,5.11764705882353,1.79996195654262
204504,2,100816,1,1,1,1,2,4,1,3,1,1,2,1,1,2,2,4,2,1,4,4,2,1,1,1,1,1,1,1,1,4, , ,1, ,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,3, ,1,24,6,2, ,8,1,2,2,1, , , , ,7,2, ,2,1, , ,2,47117,R,3,47,1,1.79411764705882,.631021145684483
204511,2,100816,1,1,1,2,2,1,2,4,4,2,3,2,1,1,4,4,1,2,4,4,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,3,2,0,3,4,2,1,1,1,1,2,2,3,2,1,2,2,1,2,1,3,2,1,2,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,2,1,3, ,2,19,6,2, ,2,6,1,2,1, , , , ,1,3,9,8,2,2, ,2,20209,U,2,20,4,5.79411764705882,2.03788796229251
204513,2,100816,1,1,1,2,2,2,3,2,4,1,1,1,1,1,3,1,3,1,3,1,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,3,3,2,0,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3, ,2,24,6,2, ,5,2,2,2,1, , , , ,2,3,2,8,4,2, ,1,39159,S,2,39,2,4.76470588235294,1.67582664919486
204514,2,100816,1,1,1,1,2,3,4,2,4,2,4,2,4,4,2,4,4,2,4,2,2,1,1,1,2,1,1,2,1,2, , ,2, ,2,1,2,1,1,0,2,1,4,4,4,4,2,2,4,1,3, ,2,2,2,4,1,4,4,1,4,2,1,4,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,67,1,2, ,5,3,2,2,1,5, , , ,3,3,9,1,2,2, ,2,40081,S,3,40,1,3.35294117647059,1.17928541980379
204517,2,100816,1,1,1,1,2,4,1,2,4,1,2,3,2,2,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,2, , ,1, ,2,1,2,2,99,99,99,0,4,2,3,2,2,4,4,1,2, ,3,2,3,2,3,2,1,1,4,2,1,3,1,1,1,1,1,1,2,2,3,3, ,1,2,2,1,2,1,2,8,1,2,2,28,9,2, ,6,1,2,2,1, , , , ,6,4,9,9,99,99, ,9,6059,S,4,6,5,3.20588235294118,1.12756237507555
204518,2,100816,1,1,1,1,2,3,1,1,1,1,1,1,2,2,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,2,2,1,1,4,2,2,0,1,2,3,3,4,3,2,1,4, ,2,3,2,3,2,4,2,2,4,1,1,4,1,1,1,1,1,1,2,1,3,3, ,2,2,2,2,2,2,2,1,1,1,2,36,1,1,0,4,5,2,1,1, , , ,1,9,1, ,1,4,3, ,2,48303,U,3,48,2,5.05882352941176,1.77927273865133
204524,2,101016,1,1,1,2,2,1,1,2,1,1,1,3,1,1,4,1,1,1,1,2,2,2,2,1,2,2,2,2, , , , , ,2, ,2,2,2,1,0,0,0,2,3, ,2,4,3,4, ,2, ,1,1,2,2,4,4,2,1,3,2,2,3,1,2,1,2,1,2,1,3,3,3, ,2,2,2,2,2,2,2,2,1,1,1,70,4,2, ,4,3,1,1,2, , , ,1,1,1, ,3,3,2, ,9,6037,U,4,6,5,4.20588235294118,1.47927907922756
204526,2,100816,1,1,1,2,2,2,1,1,2,3,1,2,1,2,1,3,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,2,1,1,1,2,2,3,1,2,2,4,4,4,4,1,1,2, ,2,3,2,2,2,3,3,3,4,3,1,2,1,2,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,1,2,1,1,1,69,1,2, ,8,3,2,2,1, , , , ,9,2, ,3,2,2, ,1,17043,S,2,17,5,1.20588235294118,.424128966771538
204527,2,100816,1,1,1,2,2,1,4,2,4,2,1,3,2,3,2,2,2,2,3,2,1,1,1,1,1,2,1,1,1,2, , , ,1,2,2,2,1,1,0,1,0,1,3,3,3,1,1,2,3,3, ,1,1,2,2,2,3,1,3,3,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,27,1,2, ,4,1,2,1,1, , , ,1,2,2, ,5,2,2, ,2,6037,U,4,6,5,5.79411764705882,2.03788796229251
204529,2,100816,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2, , , ,1, ,1,2,1,1,6,2,2,0,1,1, ,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2, ,1,1,1,1,1,1,1,1,2, ,1,22,6,2, ,4,2,2,1,7, , , ,3,9,3,8,5,8,6, ,1,8031,U,4,8,5,5.02941176470588,1.76892812970568
204530,2,100916,1,1,1,1,2,3,1,2,1,2,3,3,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,5, , ,1, ,2,2,2,2,2,0,0,0,2,3,2,2,4,4,3,2,4, ,1,2,2,2,3,2,2,1,3,4,2,3,1,1,2,1,1,1,1,2,3,3, ,1,2,2,2,2,2,2,2,1,1,1,45,6,2, ,6,1,2,2,1, , , , ,7,1, ,1,1, , ,2,29225,S,2,29,1,2.11764705882353,.744811844086603
204531,2,100816,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,4,2,2,4,3,1,1,2,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,2,2,3,1,3,3,3,3,2,1,2,2,2,2,2,2,1,2,3,3,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,35,1,2, ,6,2,2,2,3, , , , ,6,2, ,5,2,2, ,2,53033,U,4,53,4,3.35294117647059,1.17928541980379
204532,2,100816,1,1,1,1,2,2,3,1,1,2,2,3,3,2,1,3,2,1,3,3,2,1,1,1,1,2,1,1,1,2, , ,1, ,1,2,2,1,0,0,1,1,3,2,2,2,4,4,3,2,3,3,2,2,3,3,1,2,3,1,3,1,1,3,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,38,6,2, ,6,1,2,2,1, , , , ,3,1, ,1,2,2, ,2,6059,S,4,6,5,2,.703433408304014
204533,2,100916,1,1,1,2,2,3,1,1,2,2,1,2,2,2,3,4,3,1,3,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,3,0,1,2,2,2,1,2,2,1,3,3,1,2,3,4,2,2,1,2,4,1,2,2,1,2,1,1,1,1,9,1,3,3, ,1,1,2,2,2,1,2,1,1,1,2,70,1,2, ,8,3,2,2,1, , , , ,6,1, ,2,2,2, ,1,39147,R,2,39,1,1,.351716704152007
204537,2,101016,1,1,1,2,2,3,3,4,3,3,4,4,3,4,4,3,3,1,4,3,1,1,1,2,1,2,1,1,1,2, , , ,1,2,2,2,1,2,1,3,1,4,4,4,4,4,4,3,1,2, ,2,4,2,3,2,4,3,3,4,1,2,3,2,1,1,1,1,1,1,2,2,3, ,2,2,2,2,2,2,2,2,3, ,1,60,1,2, ,4,6,1,2,1, , , , ,8,3,2,3,2,2, ,2,20091,S,2,20,4,3.02941176470588,1.06549472140167
204540,2,101116,2,1,1,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,1,2,2,1,2,1,1,1,1,1,1,2, , , ,1,1,2,1,1,3,2,0,0,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,4,1,2,1,1,1,1,1,1,1,2,3,3, ,1,1,1,2,1,1,2,1,3, ,1,52,1,1,0,3,1,2,1,7, , , ,3,5,3,9,4,5,2, ,1,48329,U,3,48,2,2.20588235294118,.775845670923545
204546,2,101916,1,1,1,2,2,3,1,1,1,1,1,2,2,2,2,2,3,1,2,4,2,1,1,1,1,1,1,1,1,2, , , ,1,2,2,2,1,6,2,4,0,4,3,3,1,4,4,4,1,1, ,2,4,2,2,4,2,1,1,4,1,1,3,1,1,1,1,1,1,1,1,3,3, ,1,2,1,2,2,2,2,2,1,1,1,50,1,1,0,7,1,2,2,1, , , , ,8,2, ,4,6,3, ,1,26145,S,2,26,2,1.76470588235294,.620676536738836
204554,2,100816,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,4,2,1,4,3,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,2,1,2,1,3,2,2,2,3,2,1,1,2,3,2,1,2,2,1,2,2,2,3,2,1,2,1,1,1,1,1,1,2,2,3,3, ,1,1,2,2,2,1,1,1,1,1,1,32,1,2, ,8,1,2,1,1, , , ,1,8,3,2,3,2,2, ,2,53033,S,4,53,4,2.35294117647059,.827568715651781
204556,2,100816,1,1,1,2,2,3,2,2,3,3,1,2,1,1,1,3,4,2,3,3,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,1,1,1,1,1,2,2,4,3,1,2,2,4,2,2,2,2,2,2,1,4,4,1,2,2,1,2,2,1,1,1,2,1,3,3, ,1,1,1,1,1,1,1,1,1,1,1,21,6,2, ,6,1,2,1,1, , , ,1,8,3,9,4,4,4, ,1,6111,U,4,6,3,1.94117647058824,.682744190412719
204558,2,100816,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,4,4,4,4,4,2,1,1,1,2,1,1,1,1,2, , , ,1,1,1,1,1,5,2,4,1,1,2,4,1,2,3,1,1,2,4,2,1,2,2,2,2,4,1,3,2,1,3,1,2,1,1,1,1,2,1,1,3,1,1,2,2,1,2,1,2,1,1,1,1,59,1,2, ,8,3,2,2,1, , , , ,9,3,1,3,5,5, ,1,36103,S,1,36,4,1.85294117647059,.651710363575778
204560,2,100816,1,1,1,2,2,3,2,2,1,1,1,1,1,2,2,3,2,1,3,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,0,2,1,1,1,3,2,1,1,3,3,2,1,2,2,2,2,1,1,4,2,1,3,1,1,1,1,1,1,2,2,2,3, ,1,2,1,1,1,1,1,1,1,1,1,18,6,2, ,3,2,2,2,1, , , , ,98,2, ,3,1, , ,2,41003,S,4,41,2,3.47058823529412,1.22066385558638
204561,2,100916,1,1,1,1,2,1,1,2,2,3,2,2,1,2,2,4,4,1,4,4,2,1,1,1,8,1,1,1,1,2, , ,1, ,1,2,2,1,99,0,99,99,4,2,1,1,4,4,4,1,3,2,2,4,3,2,2,2,1,3,3,2,1,2,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,2,1,54,3,2, ,5,4,1,2,5, , , , ,1,3,2,4,1, , ,1,26163,U,2,26,5,2.52941176470588,.889636369325665
204566,2,100816,1,1,1,1,2,3,1,2,2,2,2,1,2,1,2,3,3,3,8,4,2,1,2,1,1,1,1,1,1,1,1, ,2, ,1,2,1,1,0,1,2,0,1,1,3,8,1,1,1,3,2,2,2,2,2,2,1,2,3,1,3,2,2,2,2,1,1,1,1,1,2,2,3,3, ,1,2,1,1,2,2,2,1,1,1,2,82,5,2, ,6,4,2,2,1, , , , ,98,1, ,3,1, , ,2,48005,R,3,48,2,1.11764705882353,.393095139934596
204573,2,100816,1,1,1,1,2,1,2,2,3,2,1,2,1,1,2,3,1,1,4,4,1,1,1,1,2,2,1,1,1,2, , ,1, ,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,2,3,2,2,2,2,1,3,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,32,1,1,1,6,1,2,2,1, , , , ,7,2, ,4,2,2, ,2,42101,U,1,42,5,1.97058823529412,.693088799358367
204574,2,102816,1,1,1,1,2,3,3,2,1,2,2,4,3,2,3,2,3,1,3,2,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,1,1,1,0,2,3,1,1,1,3,1,2,4,2,2,2,2,4,2,4,3,2,4,2,1,3,1,2,1,2,2,1,8,2,3,3, ,1,2,2,1,1,1,2,1,3, ,1,61,3,2, ,5,3,2,2,1, , , , ,4,1, ,3,1, , ,2,21235,R,3,21,1,2.32352941176471,.817224106706134
204576,2,100816,1,1,1,1,2,1,2,1,4,1,1,3,2,2,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,2,0,1,1,4,2,4,1,4,2,4,1,4,4,3,1,2,2,1,3,2,2,4,1,1,4,2,1,1,1,1,1,2,1,2,3, ,1,1,1,2,1,1,2,1,1,1,2,24,2,2, ,6,1,2,2,1, , , , ,3,2, ,5,2,2, ,2,17031,U,2,17,5,2.32352941176471,.817224106706134
204582,2,100816,1,1,1,1,2,4,1,1,3,1,1,1,1,1,1,8,1,1,4,4,2,1,1,1,2,1,1,1,1,8, , ,1, ,1,2,2,1,1,0,1,0,4,2,1,1,4,1,4,1,2,2,2,1,2,2,2,2,3,2,4,1,1,2,2,1,1,1,1,1,2,1,1,3,1,1,9,1,1,8,1,2,1,1,2,2,66,5,2, ,8,3,1,2,1, , , , ,4,2, ,3,1, , ,2,6073,S,4,6,3,1.17647058823529,.413784357825891
204583,2,100816,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,2,1,3,1,2,1,2,2,4,4,2,1,2,2,2,4,2,2,1,2,1,2,3,2,1,3,1,1,2,2,1,1,2,3,3,3, ,2,2,2,2,2,2,2,2,1,1,1,65,1,2, ,8,2,2,2,1, , , , ,9,1, ,1,2,2, ,2,20173,U,2,20,3,1.08823529411765,.382750530988949
204590,2,100916,1,1,1,2,2,2,2,2,4,1,1,2,4,4,2,4,2,1,4,4,2,1,1,1,2,2,1,1,1,3, , , ,1,1,2,1,1,2,4,1,0,1,1,1,1,1,1,1,2,2,4,2,1,2,1,1,1,1,3,4,1,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,2,1,1,1,2,36,1,1,1,8,1,1,2,1, , , , ,7,2, ,3,4,2, ,1,26163,S,2,26,5,2.67647058823529,.941359414053901
204594,2,100916,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,3,1,1,4,4,2,1,1,1,2,1,1,1,1,2, , , ,1,1,1,2,1,1,0,1,1,3,2,3,3,3,3,3,1,2,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,1,1,1,1,2,2,2,3, ,2,2,2,2,2,2,2,2,1,1,1,29,6,2, ,6,1,2,2,1, , , , ,8,2, ,5,2,2, ,2,6075,U,4,6,5,2.52941176470588,.889636369325665
204595,2,100816,1,1,1,2,2,3,3,4,2,1,1,1,2,2,2,3,3,2,3,2,2,1,1,1,1,2,1,1,1,2, , , ,1,2,2,1,1,2,1,2,0,1,1,1,1,2,1,1,2,1, ,2,1,1,2,2,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,3, ,2,32,1,1,1,4,4,2,2,1, , , , ,5,8,8,8,7,3, ,2,41061,R,4,41,1,4.14705882352941,1.45858986133626
204597,2,100816,1,1,1,2,2,1,1,4,4,2,1,3,2,1,4,4,3,1,4,4,2,1,2,1,1,1,1,1,1,2, , , ,1,1,2,1,1,3,1,1,0,1,3,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,3,2,4,1,1,1,1,1,1,1,1,2,2,2,2, ,1,2,1,1,1,1,2,1,1,2,2,38,6,2, ,4,4,1,2,2, , , , ,1,2, ,3,2,2, ,2,6073,U,4,6,3,5.20588235294118,1.83099578337957
204603,2,100816,1,1,1,1,2,3,4,2,4,2,4,2,4,2,4,2,2,1,4,2,2,1,1,1,1,2,2,1,2, , , ,2, ,2,2,2,2,0,0,0,0,4,2, ,3,2,2,4,1,2, ,2,2,4,2,2,4,1,3,3,3,1,2,1,1,1,1,1,2,2,3,3,3, ,1,2,2,2,2,1,2,1,3, ,2,59,6,2, ,3,4,1,2,1, , , , ,2,4,1,1,2,2, ,1,26075,S,2,26,2,3.02941176470588,1.06549472140167
204606,2,100816,1,1,1,1,2,8,4,4,4,1,4,1,2,2,4,4,1,1,3,4,2,1,1,1,1,2,1,1,1,2, , ,1, ,1,1,1,1,1,1,2,1,1,2,1,1,2,3,2,2,3,2,2,2,3,3,1,3,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,3, ,1,2,2,1,1,1,2,1,1,2,2,59,3,2, ,4,1,2,2,1, , , , ,99,3,9,3,1, , ,2,51019,S,3,51,1,3.29411764705882,1.15859620191249
204607,2,100816,1,1,1,1,2,1,1,1,3,1,2,2,1,2,2,2,2,1,3,1,2,2,1,1,1,1,1,1,1,2, , ,1, ,1,1,2,1,2,1,2,3,4,2,1,2,3,4,1,1,2,2,2,1,1,1,1,2,1,3,4,4,1,3,1,1,1,2,1,1,2,2,2,3, ,1,2,1,1,2,1,2,1,2, ,1,39,1,1,1,6,5,2,2,1, , , , ,9,3,2,4,3,2, ,2,4013,U,4,4,3,1.76470588235294,.620676536738836
204617,2,100816,2,1,1,2,2,3,1,1,1,1,1,1,2,2,1,4,1,1,1,3,1,1,1,1,1,2,1,1,1,4, , , ,8,1,2,1,1,2,1,1,0,8,8,8,8,8,8,9,3,1,3,1,3,1,8,1,1,1,1,8,1,2,3,1,1,1,1,1,1,2,2,3,3, ,8,2,2,1,1,1,2,1,1,1,2,73,1,2, ,8,1,2,1,1, , , ,3,98,2, ,3,2,2, ,2,48215,U,3,48,3,1,.351716704152007
204618,2,100816,1,1,1,2,2,4,2,2,2,1,1,2,3,3,3,3,2,2,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,0,1,0,4,2,1,1,1,2,1,1,2,3,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,3,2,1,2,1,1,1,1,1,1,1,2,2,25,1,1,1,6,1,2,2,1, , , , ,6,3,1,2,3,2, ,2,19039,R,2,19,1,2.23529411764706,.786190279869192
204620,2,100816,1,1,1,2,2,2,4,1,1,2,1,1,1,1,1,3,3,2,3,3,1,1,1,1,1,1,1,1,1,2, , , ,1,2,1,1,1,3,2,2,2,4,4,1,2,4,4,1,1,2, ,4,1,4,1,1,2,1,4,2,2,2,1,1,2,2,1,1,1,2,1,1,3,1,2,2,1,2,2,1,2,2,1,1,1,38,1,1,1,8,1,2,2,1, , , , ,7,2, ,4,3,2, ,2,17093,S,2,17,3,1.97058823529412,.693088799358367
204621,2,100816,2,1,1,2,2,3,2,2,2,1,2,1,3,1,3,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,2,2,1,0,0,3,2,3,2,4,1,2,2,2,3,2,1,2,2,1,2,1,1,3,2,1,2,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3, ,2,25,1,2, ,3,2,2,1,2, , , ,3,1,3,1,4,2,2, ,2,25017,S,1,25,4,3.58823529411765,1.26204229136897
204622,2,100816,1,1,1,1,2,1,2,2,4,2,4,1,2,2,4,2,2,4,2,1,1,1,2,2,2,2,2,2, , , , ,2, , ,2,2,2,0,0,0,0,4,4, ,4,4,4,4, ,3, ,2,4,4,2,2,4,2,1,2,1,2,4,1,2,2,2,2,2,2,3,3,3, ,1,1,2,2,2,1,2,1,1,2,1,57,6,2, ,3,3,1,2,1, , , , ,1,2, ,2,1, , ,2,25017,S,1,25,4,3.64705882352941,1.28273150926026
204623,2,100816,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,5,4,99,1,4,4,4,3,4,4,4,1,3,4,2,4,4,3,3,4,2,2,4,2,1,2,1,1,1,1,1,1,2,3,3,3, ,2,2,2,2,2,2,1,2,1,6,2,24,6,1,1,3,1,2,2,3, , , , ,5,2, ,4,6,4, ,2,53049,R,4,53,1,5.79411764705882,2.03788796229251
204625,2,100816,1,1,1,1,2,1,3,1,4,2,1,3,2,1,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,2,0,3,2,4,2,2,1,2,3,4,1,2,4,3,2,2,1,2,4,1,1,2,2,1,3,2,1,1,1,1,1,2,2,2,3, ,1,2,1,1,2,1,2,1,3, ,2,29,2,2, ,8,1,2,2,1, , , , ,6,2, ,5,2,2, ,2,48201,U,3,48,5,3.08823529411765,1.08618393929296
204626,2,100816,1,1,1,1,2,2,1,1,4,3,3,3,2,4,1,1,3,1,2,9,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,4,4,1,2,1,1,1,1,4,4,1,1,3,4,2,4,3,2,4,3,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,3, ,2,2,2,2,2,2,2,2,3, ,1,66,3,2, ,4,3,2,1,1, , , ,1,2,3,1,1,4,4, ,1,6037,U,4,6,5,3.23529411764706,1.1379069840212
204627,2,100816,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,2,1,1,1,8,1,1,1,1,2, , ,1, ,1,2,1,1,2,2,2,0,2,3,1,1,1,3,1,1,4,2,2,2,2,2,2,2,1,1,4,2,1,3,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,62,1,2, ,6,3,2,2,1, , , , ,98,3,1,2,2,2, ,1,47093,S,3,47,3,1.17647058823529,.413784357825891
204629,2,100816,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,4,1,2,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,2,1,1,0,1,0,1,1,1,1,2,1,1,1,2,2,2,3,2,1,1,2,1,1,4,1,2,3,1,2,1,1,1,1,2,2,3,3, ,1,2,2,1,2,2,2,1,1,1,2,61,6,2, ,5,3,1,2,2, , , , ,99,3,8,3,1, , ,1,36061,U,1,36,5,3.11764705882353,1.09652854823861
204631,2,100816,1,1,1,2,2,3,2,2,3,1,3,2,2,4,2,3,2,1,3,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,3,0,3,1,4,2,2,2,4,1,4,3,1,1,1,2,2,2,3,1,4,3,2,2,1,2,1,1,1,1,2,1,1,3,1,1,2,1,1,2,1,2,1,1,1,1,66,1,2, ,6,3,2,2,1, , , , ,7,1, ,1,2,2, ,1,55105,U,2,55,2,1,.351716704152007
204639,2,100816,1,1,1,1,2,2,2,1,4,1,1,2,1,2,2,3,3,2,3,3,2,1,1,1,2,2,1,1,1,2, , ,1, ,1,1,2,1,1,0,1,0,2,2,1,3,4,2,2,1,2,4,2,1,3,2,2,2,1,4,1,1,1,1,1,2,1,1,1,1,2,2,3,1, ,1,2,2,1,2,2,2,1,1,1,2,62,1,2, ,3,1,2,2,1, , , , ,7,3,1,2,2,2, ,1,9009,S,1,9,4,3,1.05515011245602
204644,2,100816,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1, , ,1,1,1,2,2,2,0,0,0,2,1,3,2,1,1,1,2,2,2,1,1,2,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,3,3, ,1,2,1,2,1,1,1,1,3, ,1,30,6,2, ,1,1,2,1,7, , , ,3,2,3,9,3,5,2, ,2,6059,U,4,6,5,3.64705882352941,1.28273150926026
204645,2,100816,1,1,1,1,2,1,2,1,3,2,2,2,2,2,2,4,2,2,4,4,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,3,1,5,0,2,1,3,4,3,4,4,1,2,3,2,3,2,1,2,1,1,4,2,4,2,2,1,1,1,1,1,1,2,2,1,3,2,1,2,2,1,1,1,2,2,1,1,2,61,1,2, ,6,1,2,2,1, , , , ,7,2, ,4,2,2, ,1,13121,U,3,13,4,1.20588235294118,.424128966771538
204650,2,100816,1,1,1,1,2,3,4,2,4,2,1,2,1,2,1,2,2,1,3,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,1,0,2,0,4,1,4,2,2,2,2,1,2,4,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,3, ,2,2,2,1,2,1,2,1,3, ,1,22,6,2, ,6,1,2,2,1, , , , ,1,3,2,5,1, , ,2,36109,S,1,36,2,1.82352941176471,.64136575463013
204656,2,100816,1,1,1,2,2,4,4,2,4,4,4,4,2,4,4,1,3,2,4,2,2,1,1,2,1,1,1,1,1,2, , , ,1,2,2,2,1,1,0,2,0,1,1,3,2,4,4,2,2,4, ,1,4,4,4,4,2,2,2,4,1,1,4,1,1,1,2,1,1,2,3,3,3, ,1,2,2,1,2,2,2,1,3, ,1,21,6,2, ,3,1,2,2,1, , , , ,3,1, ,1,1, , ,2,53053,S,4,53,3,3.32352941176471,1.16894081085814
204657,2,100816,1,1,1,1,2,3,1,1,1,2,1,1,2,2,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,8,1,1,0,2,1,4,2,4,4,4,4,2,2,3,4,1,4,4,3,2,3,2,2,3,3,2,3,1,1,1,1,1,1,2,2,2,3, ,1,2,2,2,8,1,2,1,1,1,2,84,5,2, ,8,4,2,2,1, , , , ,8,9,1,2,1, , ,1,51059,U,3,51,5,1,.351716704152007
