"","X","mergeid","sample","int_date","phase","fcall","attempts","refusal","stimes","ilang","p1version","cregion","state","density","usr","scregion","sstate","susr","igender","irace","llitext1","llitext2","qs1","cpitext1","cpitext2","qa1","qa1a","qb2","qb3","qb4","qa12","qa14a","qa14b","qa14c","qa14d","qa14e","qa15a","qa15b","qb18a","qb18b","q25a","q25b","q25c","q25d","q25f","q25g","q25i","q25k","q25n","q25p","qa26","qa27","qb27","qb28","qb29","qa30","qb30","qb31","oftvote","qb32","qb33","qb33a","cheat","qa36a","qa36b","qa36c","qa36d","qa37a","qa37b","qa37c","qa37d","q40","qb42a","qb42b","qb42c","qb42d","qb46","q50r","q50u","q50y","q50aa","q50cc","q50ee","q50hh","qbx","qe2","qe1","qe3","employ1","employ7","qe11","q51jj","q51ll","q51mm","q51nn","q51pp","q51qq","q51rr","qb52","qb52x","qb53a","qb53b","qb53c","qb54","qb54a","qb55a","qb55b","qa62","qa77","qa77a","qa77b","qa78","qb80","qa126","qa126a","qa126b","qa127","qa128","qa129","qa143","ideoconsist","typogroups","sex","age","educ2","hisp","racecmb","racethn","racethn2","birth_hisp","usborn","marital","citizen","relig","chr","born","attend","income","inchi","reg","party","partyln","partystr","partysum","qb166","qb167","qa168","qa169","ideo","partyideo","hh1","hh3","adults","child","ql1","ql1a","qc1","ll","cp","money2","ckinfo","iphoneuse","hphoneuse","weight"
"38",38,1100175,1,61217,1,170608,5,1,5,1,2,2,26,2,"S",2,26,"S",2,2,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,1,1,2,2,1,4,NA,NA,1,2,2,2,2,2,2,2,1,NA,1,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,1,1,1,1,2,1,2,2,3,NA,NA,NA,NA,NA,1,5,2,1,9,2,1,NA,NA,NA,NA,NA,NA,NA,1,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,9,NA,2,NA,2,2,3,1,9,3,7,1,43,3,2,1,1,1,NA,1,6,NA,1,NA,9,2,3,NA,2,3,1,NA,1,NA,NA,1,NA,9,3,1,NA,1,0,2,NA,NA,1,0,NA,NA,1,1,8.16129032258064
"39",39,1100176,1,61317,1,170608,4,1,4,1,2,1,36,4,"S",1,36,"S",1,3,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,2,1,1,2,2,3,NA,NA,2,1,2,1,2,1,2,2,1,NA,1,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,1,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,1,1,NA,1,1,2,1,-6,6,1,24,4,2,1,1,1,NA,1,6,NA,12,NA,NA,6,8,NA,1,3,1,NA,1,NA,NA,2,NA,3,3,3,3,3,0,1,NA,NA,1,1,NA,NA,2,2,6.09677419354839
"40",40,1100181,1,60817,1,170608,1,0,1,1,1,1,36,2,"S",1,36,"S",1,2,2,2,NA,NA,NA,1,2,NA,NA,NA,1,9,1,1,1,1,2,2,NA,NA,1,1,2,2,2,2,2,2,2,NA,2,3,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,2,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,1,2,NA,1,2,2,2,0,4,2,66,3,2,1,1,1,NA,1,5,NA,1,NA,2,4,2,NA,1,3,9,NA,9,NA,NA,NA,NA,3,3,4,4,3,0,1,NA,NA,1,1,NA,NA,2,2,4.80645161290323
"41",41,1100185,1,60817,1,170608,1,0,1,1,1,3,37,4,"U",3,37,"U",2,2,1,1,NA,NA,NA,1,2,NA,NA,NA,1,2,1,1,1,2,2,3,NA,NA,1,2,1,2,2,2,1,2,2,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,NA,1,NA,2,NA,2,2,3,2,1,8,7,1,72,7,2,1,1,1,NA,1,1,NA,1,NA,2,4,9,2,1,1,NA,2,1,NA,NA,1,NA,3,2,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.19354838709677
"42",42,1100186,1,60817,1,170608,1,0,1,1,1,3,37,1,"R",3,37,"R",2,3,2,1,NA,NA,NA,1,1,NA,NA,NA,1,2,1,1,1,2,2,4,NA,NA,1,2,1,2,2,2,1,1,1,NA,1,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,2,NA,1,2,4,4,1,8,7,1,64,5,2,1,1,1,NA,1,1,NA,1,NA,1,2,4,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.70967741935484
"43",43,1100190,1,60817,1,170608,1,0,1,1,1,4,4,1,"S",4,4,"S",2,1,2,1,NA,NA,NA,1,1,NA,NA,NA,1,2,1,2,3,2,2,4,NA,NA,1,2,1,2,2,2,1,1,2,NA,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,2,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,2,NA,1,1,2,3,1,8,8,2,60,4,2,1,1,1,NA,1,3,NA,2,NA,2,5,3,NA,1,3,1,NA,1,NA,NA,2,NA,2,3,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.74193548387097
"44",44,1100193,1,60817,1,170608,1,0,1,1,1,3,37,3,"U",4,35,"U",2,4,2,1,NA,NA,NA,2,1,NA,NA,NA,2,1,2,1,9,1,8,8,NA,NA,1,1,2,1,2,1,2,1,1,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,2,NA,1,1,NA,2,1,2,2,-6,1,1,22,6,1,1,3,3,1,NA,6,NA,12,NA,NA,6,2,NA,1,2,NA,1,2,NA,NA,NA,1,5,5,4,4,3,0,2,2,NA,1,0,NA,NA,1,1,7.48387096774194
"45",45,1100197,1,61017,1,170608,2,1,2,1,2,4,35,3,"U",4,35,"U",1,3,2,2,NA,NA,NA,1,1,NA,NA,NA,1,2,1,2,1,2,1,4,NA,NA,1,2,1,2,2,2,1,1,2,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,2,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,2,NA,2,1,2,3,1,8,8,2,53,6,2,1,1,1,NA,1,1,NA,13,NA,2,4,7,NA,1,3,1,NA,1,NA,NA,1,NA,2,3,4,2,2,2,1,NA,NA,1,1,NA,NA,2,2,1.45161290322581
"46",46,1100206,1,61817,1,170608,5,1,5,1,2,4,4,3,"S",4,4,"S",2,2,1,2,NA,NA,NA,2,1,NA,NA,NA,1,3,1,1,3,1,4,2,NA,NA,1,2,2,1,1,1,2,1,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,2,NA,1,1,1,2,-6,3,2,57,8,2,2,2,2,NA,1,3,NA,12,NA,NA,5,7,NA,1,2,NA,2,2,NA,NA,NA,1,5,5,4,3,3,1,1,NA,NA,1,1,NA,NA,2,2,2.06451612903226
"47",47,1100211,1,60817,1,170608,1,0,1,1,1,4,41,3,"S",4,41,"S",2,2,2,1,NA,NA,NA,2,1,NA,NA,NA,2,1,1,1,2,1,4,2,NA,NA,2,1,2,1,1,1,2,2,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,2,1,1,2,-10,1,2,73,8,2,1,1,1,NA,1,3,NA,1,NA,2,3,6,NA,1,2,NA,1,2,NA,NA,NA,1,4,5,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
"48",48,1100212,1,60817,1,170608,1,0,1,1,1,4,41,1,"R",4,41,"R",1,2,1,2,NA,NA,NA,9,NA,NA,NA,NA,2,9,2,2,9,2,2,3,NA,NA,1,1,2,1,1,9,1,1,1,NA,1,3,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,2,2,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,9,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,1,1,NA,1,3,9,9,-3,6,1,73,1,2,1,1,1,NA,1,5,NA,2,NA,2,5,2,NA,1,1,NA,2,1,NA,NA,2,NA,3,2,1,NA,1,0,2,NA,NA,1,0,NA,NA,1,1,5.19354838709677
"49",49,1100215,1,61017,1,170608,2,0,2,2,2,4,32,1,"R",4,32,"R",2,3,2,2,NA,NA,NA,2,1,NA,NA,NA,1,2,1,1,2,2,4,1,NA,NA,1,1,2,1,1,1,2,1,1,NA,1,2,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,1,1,2,2,2,2,1,1,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,NA,1,2,NA,1,1,4,2,-6,0,1,53,1,1,5,3,4,3,NA,1,1,2,NA,2,4,1,NA,3,3,9,NA,9,NA,NA,NA,NA,5,3,4,2,2,2,2,2,NA,1,0,NA,NA,1,1,8.16129032258064
"50",50,1100224,1,61617,1,170608,3,1,3,1,2,4,6,1,"S",4,6,"S",2,2,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,1,1,1,1,1,3,NA,NA,1,1,1,2,2,2,1,1,2,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,NA,1,NA,2,NA,2,1,2,1,2,6,5,2,88,5,2,1,1,1,NA,1,5,NA,1,NA,2,4,3,NA,1,1,NA,1,1,NA,NA,1,NA,2,1,5,4,3,1,2,1,NA,1,0,NA,NA,1,2,3.51612903225806
"51",51,1100234,1,60817,1,170608,2,0,2,1,1,2,39,4,"U",2,39,"U",2,4,2,1,NA,NA,NA,2,1,NA,NA,NA,2,1,2,3,2,3,3,2,NA,NA,2,2,2,1,1,1,2,1,1,NA,1,3,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,2,NA,1,3,4,1,-6,2,1,86,6,2,1,1,1,NA,1,5,NA,2,NA,2,2,3,NA,1,2,NA,1,2,NA,NA,NA,1,4,5,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
"53",53,1100238,1,60817,1,170608,2,0,2,1,1,1,42,2,"S",1,42,"S",2,2,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,1,2,1,2,2,4,NA,NA,1,2,1,2,1,2,1,1,2,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,2,NA,2,1,3,3,1,6,8,1,66,6,2,1,1,1,NA,1,3,NA,1,NA,1,2,3,NA,1,1,NA,1,1,NA,NA,2,NA,2,1,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
"54",54,1100242,1,61517,1,170608,9,1,9,1,2,3,48,4,"U",3,48,"U",1,4,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,1,2,1,2,2,4,NA,NA,1,2,1,2,2,2,1,1,2,NA,2,2,NA,NA,NA,9,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,NA,2,NA,1,1,4,4,1,10,8,1,92,6,2,1,1,1,NA,1,1,NA,2,NA,2,2,8,NA,1,1,NA,1,1,NA,NA,1,NA,2,1,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.19354838709677
"55",55,1100244,1,60917,1,170608,4,0,4,1,2,2,55,1,"S",2,55,"S",2,2,2,2,NA,NA,NA,2,2,NA,NA,NA,2,9,1,1,1,1,8,2,NA,NA,2,1,1,2,2,1,2,2,2,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,2,2,1,2,1,2,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,1,2,NA,2,1,4,2,0,2,1,88,5,2,1,1,1,NA,1,5,NA,1,NA,1,2,4,NA,1,3,2,NA,2,NA,NA,NA,2,9,3,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1.06451612903226
"57",57,1100248,1,61017,1,170608,3,1,3,1,2,3,1,3,"U",3,1,"U",2,9,2,1,NA,NA,NA,9,NA,NA,NA,NA,1,2,1,2,1,2,3,4,NA,NA,1,2,5,5,2,1,5,1,2,NA,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,2,1,1,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,NA,1,1,NA,1,2,NA,2,2,3,2,1,5,1,52,8,2,1,1,1,NA,1,1,NA,10,NA,NA,5,7,NA,1,3,1,NA,1,NA,NA,1,NA,3,3,6,2,2,4,1,NA,NA,1,1,NA,NA,2,2,1.45161290322581
"59",59,1100257,1,60817,1,170608,2,0,2,1,1,4,4,3,"S",4,4,"S",2,2,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,2,2,1,2,1,4,NA,NA,1,2,1,2,2,2,1,1,2,NA,1,2,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,2,NA,2,1,4,3,1,8,8,2,75,6,2,1,1,1,NA,2,5,2,5,NA,NA,5,6,NA,1,1,NA,1,1,NA,NA,2,NA,5,2,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1
"60",60,1100264,1,60817,1,170608,2,0,2,1,1,2,55,2,"U",2,55,"U",1,4,1,2,NA,NA,NA,2,1,NA,NA,NA,2,2,2,1,2,2,4,2,NA,NA,2,1,2,1,2,1,2,2,1,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,1,1,-8,2,2,77,8,2,1,1,1,NA,1,3,NA,9,NA,NA,4,7,NA,1,3,2,NA,2,NA,NA,NA,1,4,3,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
"61",61,1100270,1,60817,1,170608,2,0,2,1,1,1,34,4,"S",1,34,"S",1,2,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,1,1,2,1,4,1,NA,NA,2,1,2,2,1,1,2,2,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,1,2,-8,1,2,65,6,2,1,1,1,NA,1,3,NA,1,NA,2,6,6,NA,1,2,NA,1,2,NA,NA,NA,2,4,5,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.19354838709677
"62",62,1100276,1,60817,1,170608,2,0,2,1,1,1,36,4,"S",1,36,"S",2,2,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,1,1,1,1,4,1,NA,NA,2,1,2,1,1,1,2,2,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,2,2,2,-10,1,2,65,4,2,1,1,1,NA,1,1,NA,13,NA,2,4,9,1,1,2,NA,1,2,NA,NA,NA,1,5,5,3,3,3,0,1,NA,NA,1,1,NA,NA,2,2,2.09677419354839
"63",63,1100284,1,61017,1,170608,4,1,4,1,2,4,8,5,"U",4,8,"U",2,2,2,1,NA,NA,NA,1,2,NA,NA,NA,2,2,9,2,9,2,8,4,NA,NA,1,2,1,2,2,5,1,1,2,NA,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,9,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,9,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,2,NA,1,1,2,3,1,8,8,1,70,3,2,1,1,1,NA,1,6,NA,10,NA,NA,6,1,NA,1,4,1,NA,1,NA,NA,9,NA,9,9,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,2.03225806451613
"64",64,1100285,1,60817,1,170608,2,0,2,1,1,2,26,2,"R",2,26,"R",1,2,1,2,NA,NA,NA,2,1,NA,NA,NA,2,1,2,1,2,1,4,1,NA,NA,2,1,2,1,1,1,2,2,1,NA,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,1,2,-10,1,2,68,6,2,1,1,1,NA,1,3,NA,11,1,2,4,3,NA,1,2,NA,1,2,NA,NA,NA,1,4,5,4,3,3,1,2,1,NA,1,0,NA,NA,1,2,3
"65",65,1100300,1,61017,1,170608,3,1,3,1,2,2,26,4,"S",2,26,"S",1,3,2,1,NA,NA,NA,2,1,NA,NA,NA,1,2,1,1,2,1,4,2,NA,NA,2,1,2,1,1,1,2,2,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,1,1,-8,2,1,89,8,2,1,1,1,NA,1,1,NA,2,NA,2,4,9,1,1,2,NA,1,2,NA,NA,NA,2,4,5,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.16129032258065
"66",66,1100317,1,60817,1,170608,2,0,2,1,1,1,9,4,"S",1,9,"S",2,3,1,1,NA,NA,NA,2,1,NA,NA,NA,2,2,2,9,2,2,3,2,NA,NA,2,1,2,1,2,1,2,1,2,NA,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,1,1,3,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,1,2,NA,2,2,1,2,-6,2,2,39,3,2,2,2,2,NA,1,3,NA,12,NA,NA,4,3,NA,1,2,NA,1,2,NA,NA,NA,1,2,4,4,3,3,1,2,1,NA,1,0,NA,NA,1,2,8.16129032258064
"67",67,1100322,1,60817,1,170608,2,0,2,1,1,2,29,1,"S",2,29,"S",1,3,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,1,1,3,1,4,2,NA,NA,2,1,2,1,2,1,2,2,1,NA,1,3,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,2,1,9,2,-6,3,1,72,3,2,1,1,1,NA,1,1,NA,1,NA,1,4,8,NA,1,2,NA,1,2,NA,NA,NA,2,2,4,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,2.54838709677419
"69",69,1100331,1,60817,1,170608,1,0,1,1,1,4,32,1,"R",4,32,"R",2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,1,2,1,2,1,4,NA,NA,1,2,1,2,2,2,1,1,2,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,2,NA,2,1,2,2,2,8,7,1,69,3,2,1,1,1,NA,1,1,NA,2,NA,2,3,3,NA,1,3,1,NA,1,NA,NA,2,NA,3,3,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,2.25806451612903
"70",70,1100336,1,60817,1,170608,1,0,1,1,1,4,6,4,"U",4,6,"U",2,2,1,1,NA,NA,NA,2,1,NA,NA,NA,1,3,1,2,2,2,1,3,NA,NA,1,1,2,1,1,2,1,2,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,1,2,1,1,2,3,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,2,NA,1,1,3,1,-2,4,2,57,3,2,9,NA,9,NA,1,3,NA,13,1,1,4,1,NA,1,2,NA,1,2,NA,NA,NA,2,3,4,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,3
"71",71,1100342,1,61617,1,170608,4,1,4,1,2,4,53,1,"S",4,53,"S",2,3,1,2,NA,NA,NA,1,2,NA,NA,NA,1,1,1,1,1,1,2,3,NA,NA,2,2,2,2,1,1,2,1,2,NA,2,2,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,1,1,1,2,1,2,1,3,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,2,NA,2,NA,2,2,1,2,2,-2,5,2,21,4,2,1,1,1,NA,1,6,NA,1,NA,2,4,7,NA,1,1,NA,2,1,NA,NA,1,NA,3,2,4,4,3,0,1,NA,NA,1,1,NA,NA,2,2,5.58064516129032
"72",72,1100351,1,61117,1,170608,3,0,3,1,2,4,6,1,"R",4,6,"R",1,3,1,2,NA,NA,NA,1,1,NA,NA,NA,9,2,1,2,2,2,2,3,NA,NA,1,2,5,2,2,5,1,1,2,NA,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,9,NA,1,2,NA,1,9,2,1,6,8,2,75,3,2,1,1,1,NA,1,1,NA,1,NA,1,2,4,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,2.96774193548387
"74",74,1100353,1,60817,1,170608,1,0,1,1,1,4,53,1,"U",4,53,"U",2,2,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,1,2,2,1,4,3,NA,NA,1,1,2,1,2,1,2,1,1,NA,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,2,NA,2,1,2,2,1,-6,2,1,50,5,2,1,1,1,NA,1,2,NA,1,NA,2,5,6,NA,1,3,9,NA,9,NA,NA,NA,NA,3,3,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,2.51612903225806
"75",75,1100356,1,60817,1,170608,1,0,1,1,1,3,12,2,"S",3,12,"S",1,2,2,2,NA,NA,NA,1,1,NA,NA,NA,1,2,1,9,2,9,1,3,NA,NA,1,2,1,2,2,1,1,1,9,NA,1,1,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,2,1,2,1,1,2,1,9,1,NA,NA,NA,NA,NA,1,2,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,9,NA,2,NA,2,2,4,4,1,7,8,1,79,6,2,1,1,1,NA,1,5,NA,1,NA,9,2,7,NA,9,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
